Longitude,Latitude,Mean,Standard_Deviation,Max_Precipitation,New_Mean,New_Standard_Deviation,Elevation,Km,a,b,Estimated_FF,Estimated_PMP
77.625,31.125,59.2290625,20.34329164,147.51,57.82777778,17.16823307,2762,5.223730471,9.44,-0.0037,7.582238319753576,189.40269716581457
77.625,31.375,54.33390625,19.60909416,137.91,53.00730159,16.67296302,1914,5.092238153,8.35,-0.0017,7.613278533656083,181.26981770260772
77.625,31.625,51.9721875,19.92576524,128.25,50.76142857,17.59313221,3513,4.404478434,9.84,-0.004,7.993006413747873,192.59420609244427
77.625,31.875,53.12640625,21.59770628,122.6,52.02365079,19.90066843,5317,3.546431088,10.3,-0.0044,8.153014268209404,215.37683990669444
77.625,32.125,51.8084375,17.3330556,93.19,51.1515873,16.66105288,5303,2.523154628,10.9,-0.0054,8.239974314425067,189.09508528247778
77.625,32.375,62.92828125,24.36641423,121.82,61.99349206,23.39275808,4732,2.557479872,10.9,-0.0054,7.759749637649002,244.45022728489076
77.625,32.625,64.03765625,23.96040645,126.01,63.05396825,22.83166004,5363,2.757400541,10.9,-0.0054,7.713402849196869,240.14744785443028
77.625,32.875,63.97484375,24.89821028,132.12,62.8931746,23.55589879,5235,2.938831841,10.9,-0.0054,7.716019582782354,245.73262010367915
77.625,33.125,55.49078125,23.79556913,124.54,54.3947619,22.32344812,5311,3.142222371,10.9,-0.0054,8.0777435545825,235.81387041738682
77.625,33.375,53.1696875,25.31863351,142.04,51.75904762,22.88786625,4946,3.944489688,12.7,-0.0077,8.433361101387138,246.1913284265015
77.625,33.625,53.31375,26.14605775,157.44,51.66095238,22.79552655,5686,4.640342366,10.9,-0.0054,8.173265632546734,239.62764372692163
77.625,33.875,54.4434375,26.36499065,168.92,52.62634921,22.24478446,4310,5.227906388,10.9,-0.0054,8.123557928457991,235.1502326668721
77.625,34.125,53.86171875,27.38700921,186.59,51.75492063,21.8605469,3449,6.167964598,10.9,-0.0054,8.149116430867286,232.0058606805349
77.625,34.375,54.10796875,29.83543668,214.52,51.56174603,22.12136277,4455,7.366555835,10.9,-0.0054,8.138287344877586,234.1379754325372
77.625,34.625,53.98046875,30.58968706,223.34,51.29222222,22.09241847,3184,7.787638914,10.9,-0.0054,8.143892485062626,233.89874950469175
77.625,34.875,54.3184375,30.17880036,217.14,51.73396825,22.3098565,5678,7.414033872,10.9,-0.0054,8.129043181124205,235.67622435318452
77.625,35.125,52.19828125,27.61803405,197.09,49.8984127,20.88879454,5711,7.046437603,18.5,-0.0138,9.001889059707388,240.23689229010142
77.625,35.375,52.0378125,25.01399967,175.11,50.08428571,19.78360045,5280,6.319664341,11.2,-0.0061,8.153792219597987,213.34917992484526
77.875,8.375,44.70296875,12.99765696,95.31,43.89968254,11.41593011,69,4.503384041,34.9,-0.0205,13.958323120809872,204.05020994996258
77.875,8.625,57.92703125,19.2557819,136.41,56.68126984,16.65375752,24,4.787431908,14.1,-0.0089,8.420121173133051,198.15368755637576
77.875,8.875,51.79546875,18.41019741,132.48,50.5147619,15.47067722,63,5.298102788,20.3,-0.013,10.353035816407969,211.96394411274687
77.875,9.125,51.49484375,18.04030903,131.41,50.22634921,15.08766544,84,5.380796061,20.3,-0.013,10.393575940845958,208.30964027071704
77.875,9.375,53.87734375,18.12349573,131.94,52.63825397,15.3431673,82,5.168538184,21.1,-0.0128,10.587171586178133,216.31808863053746
77.875,9.625,61.0596875,27.50454826,170.37,59.32460317,23.99656198,113,4.627554436,20.7,-0.0121,9.88789697554633,298.33522012555204
77.875,9.875,59.76359375,25.55180567,144.65,58.41619048,23.389452,155,3.686867462,20.3,-0.0117,10.088405954433975,295.72588057774766
77.875,10.125,60.71859375,27.0950463,150.63,59.29142857,24.80805002,231,3.681811806,20.3,-0.0117,9.976310565645036,308.21140527757655
77.875,10.375,60.8153125,28.11051471,152.23,59.36428571,25.84556581,278,3.593100455,20.3,-0.0117,9.965027664203582,318.36709079364425
77.875,10.625,59.56578125,30.73643429,149.08,58.14492063,28.81870936,278,3.155418178,20.3,-0.0117,10.111781664237602,350.97427814344053
77.875,10.875,60.69984375,32.33218165,155.65,59.19269841,30.27520391,183,3.186016578,20.3,-0.0117,9.97849935884985,362.8009465549835
77.875,11.125,56.5528125,24.68835008,138.28,55.25555556,22.61604359,139,3.671041935,21.3,-0.0125,10.504428356233156,294.1214220926011
77.875,11.375,50.5715625,18.07475036,113.64,49.57047619,16.36285849,227,3.915545921,18.5,-0.0105,10.878292892281944,228.57152970918227
77.875,11.625,55.23859375,19.4887477,119.87,54.21269841,17.84607851,215,3.679088465,12.4,-0.0054,9.20188234975633,219.45610860353477
77.875,11.875,55.85078125,19.07575402,126.46,54.73,17.00784217,277,4.21746623,12.4,-0.0054,9.171512877608762,211.83842473249234
77.875,12.125,54.19125,15.20124692,117.73,53.18269841,13.02484271,524,4.9557068,19.4,-0.0112,10.573290595697047,191.90669693607623
77.875,12.375,53.3853125,16.59884587,133.18,52.11873016,13.31256066,1219,6.089081725,20.3,-0.0118,10.812189969952733,197.32324734243934
77.875,12.625,46.93578125,14.70188442,119.44,45.78492063,11.6107517,838,6.343696019,10.8,-0.004,8.95133791773989,150.86754319567288
77.875,12.875,47.451875,15.67756138,128.08,46.17206349,12.03580388,882,6.805356527,10.8,-0.004,8.932878060116025,154.96624341551131
77.875,13.125,48.32359375,14.42077293,118.99,47.20190476,11.43397164,890,6.278491629,12.4,-0.0054,9.551985764767643,157.54072809003694
77.875,13.375,48.3075,17.52172286,132.92,46.96444444,14.0157366,904,6.132789024,20.3,-0.0118,11.479839225520383,209.20590279524168
77.875,13.625,43.59671875,16.14803675,126.6,42.27920635,12.40179151,802,6.799081695,12.4,-0.0054,9.798939753065136,165.1211265865647
77.875,13.875,44.35015625,13.25165326,108.7,43.32873016,10.56512164,792,6.187460219,20.3,-0.0118,12.028622791941373,171.434019208537
77.875,14.125,49.01328125,13.05068785,114.14,47.97952381,10.22888401,631,6.468005322,19.4,-0.0112,11.204598966964438,163.62382446164506
77.875,14.375,48.98171875,15.07702988,131.94,47.66492063,10.95224944,434,7.694773554,20.3,-0.0118,11.388870479396942,173.7154690802077
77.875,14.625,47.49765625,14.30792413,119.51,46.35460317,11.15103865,333,6.560411019,10.8,-0.004,8.93124237659311,147.0902851839076
77.875,14.875,49.6646875,17.74059936,134.7,48.31492063,14.25218734,283,6.061180455,12.4,-0.0054,9.483061053736288,184.81905019450738
77.875,15.125,59.3540625,29.29039458,167.12,57.64349206,26.15870465,524,4.185089032,20.3,-0.0119,10.017239335715676,321.3920676913486
77.875,15.375,69.0509375,38.51280967,201.87,66.94269841,34.96170668,439,3.859288187,12.4,-0.0054,8.540515851310927,367.6419475894231
77.875,15.625,73.37109375,48.31693932,233.87,70.82349206,44.22900683,325,3.686415763,10.8,-0.004,8.05313743622168,429.5533644195774
77.875,15.875,76.95296875,48.81145625,222.69,74.63968254,45.58392138,294,3.247862689,10.8,-0.004,7.938578739154872,438.8245178645752
77.875,16.125,77.3571875,47.89953544,230.3,74.92952381,44.19951053,302,3.515208072,12.4,-0.0054,8.165905823809375,438.28622794645077
77.875,16.375,70.16984375,38.47217836,195.53,68.18,35.35810645,314,3.601720023,10.8,-0.004,8.156920916732652,358.5831218280647
77.875,16.625,66.7196875,31.32238711,166.35,65.13825397,28.92412787,388,3.499215136,10.6,-0.0043,7.956262424047664,296.8476392204308
77.875,16.875,66.94640625,31.10281279,166.98,65.35857143,28.65976688,518,3.545786991,12.6,-0.0061,8.375608533873102,306.98939430894166
77.875,17.125,63.519375,28.63265879,160.2,61.9847619,26.1174256,611,3.760525236,12.0,-0.0056,8.408122053207723,283.11787716037196
77.875,17.375,59.9725,23.17234026,134.66,58.78698413,21.34319145,675,3.554904901,9.61,-0.0035,7.79046439988747,226.24587317120762
77.875,17.625,64.5515625,25.8814413,138.68,63.37492063,24.3284693,542,3.095348023,13.4,-0.0087,7.641975271920056,250.46912329426624
77.875,17.875,65.2540625,24.73478318,139.6,64.07396825,23.07364136,523,3.273260192,537.0,-0.0379,45.28016716790765,1110.0324004531478
77.875,18.125,75.58875,28.7435761,189.71,73.77730159,25.08587734,458,4.621432882,672.0,-0.0396,33.68133547717553,920.5146004278157
77.875,18.375,79.81296875,31.92310599,229.15,77.44253968,25.99324662,380,5.836418303,672.0,-0.0396,28.49318050235051,820.4432365357723
77.875,18.625,86.0484375,35.56596219,259.68,83.29238095,28.26449698,365,6.240607047,381.0,-0.0355,17.958792787381814,593.6446820033991
77.875,18.875,75.851875,28.0519943,197.3,73.92412698,23.69741535,359,5.206300823,25.6,-0.0098,12.173287189510416,364.3273177046625
77.875,19.125,80.4934375,32.59227095,197.25,78.64015873,29.31382325,402,4.046208516,25.6,-0.0098,11.631962116898407,421.4707190454558
77.875,19.375,81.361875,31.68448284,182.78,79.75206349,29.22303745,414,3.525572476,381.0,-0.0355,21.209576738526142,701.1701303285984
77.875,19.625,97.26671875,49.7413659,284.95,94.28761905,44.10753122,491,4.322671791,381.0,-0.0355,12.05923624270942,629.1698578146612
77.875,19.875,82.3021875,36.06880094,222.47,80.07730159,31.69859659,269,4.492082102,672.0,-0.0396,25.81851100623761,900.712752441201
77.875,20.125,74.0321875,30.74703174,185.57,72.26174603,27.56411363,342,4.1107164,25.6,-0.0098,12.392319852440622,415.6155000519782
77.875,20.375,75.75328125,29.2736562,166.96,74.30555556,27.1368948,326,3.414334806,672.0,-0.0396,33.46260019278709,983.824342416123
77.875,20.625,78.4171875,36.86263163,182.05,76.77222222,34.74542311,286,3.029975415,381.0,-0.0355,23.546783252367586,896.5601344829736
77.875,20.875,80.8325,39.20933331,190.72,79.08825397,36.97379229,371,3.019212776,381.0,-0.0355,21.61193320054242,879.9076291422103
77.875,21.125,69.4871875,29.24702434,169.94,67.89269841,26.57541567,365,3.839913657,1340.0,-0.046,54.81776213267326,1526.2920022749777
77.875,21.375,71.1759375,32.77282057,191.09,69.27253968,29.31278246,442,4.155779495,25.6,-0.0098,12.744096744885507,444.74087303202305
77.875,21.625,84.22171875,42.97294994,235.72,81.81698413,38.80580895,688,3.965978807,928.0,-0.0426,25.666496775728355,1080.2308890447055
77.875,21.875,108.8340625,58.52710875,306.76,105.692381,53.36762891,640,3.767595135,928.0,-0.0426,8.995286071487843,588.8911515024549
77.875,22.125,124.3785938,66.30463169,348.11,120.8273016,60.48916865,581,3.757411508,832.0,-0.0423,4.317246967558475,385.52527372434565
77.875,22.375,122.2126562,57.71916588,316.93,119.1219048,52.65935274,372,3.756371564,25.6,-0.0098,7.728449966743902,529.1878291322084
77.875,22.625,105.8148438,37.92710076,228.06,103.8744444,34.93319601,321,3.554944,928.0,-0.0426,10.22994687516141,463.17958316190055
77.875,22.875,95.25390625,32.90015039,196.68,93.64396825,30.55682479,308,3.371948245,928.0,-0.0426,16.042080909498367,585.4489618685454
77.875,23.125,94.7084375,35.30991775,223.84,92.65873016,31.58634834,404,4.153100207,506.0,-0.0382,13.581035306103518,523.6837494964243
77.875,23.375,98.0065625,32.98930974,225.9,95.97650794,29.01408788,462,4.477945079,35.6,-0.0163,7.205457097223972,307.066327934426
77.875,23.625,90.6159375,28.06695347,198.92,88.8968254,24.72075517,415,4.45063971,41.8,-0.0189,7.540248362347129,277.0165711865768
77.875,23.875,89.6965625,34.73568083,224.32,87.55968254,30.55288867,405,4.476182888,24.5,-0.0148,6.495853125095164,288.16363984770413
77.875,24.125,89.13640625,38.59167091,221.18,87.04047619,35.09715027,433,3.821949155,9.27,-0.0055,5.6776257591827415,288.4048906968595
77.875,24.375,85.94890625,34.0948413,182.67,84.41365079,32.09456846,433,3.061463479,9.27,-0.0055,5.7780392510044045,271.39258255592796
77.875,24.625,86.92828125,35.41545159,178.45,85.47555556,33.75050583,458,2.754757067,9.27,-0.0055,5.746999156209196,280.8924097766436
77.875,24.875,78.32421875,29.92543681,163.77,76.96793651,28.14282255,492,3.084341073,8.75,-0.0049,5.961159615403331,246.0880759985222
77.875,25.125,77.46671875,29.61683685,189.76,75.68428571,26.22494673,422,4.34989308,10.3,-0.0063,6.322429615467845,243.27209861981862
77.875,25.375,72.95609375,24.76290185,168.25,71.44349206,21.82899391,375,4.43476728,24.5,-0.0148,8.322169100513225,254.62067236309338
77.875,25.625,76.05,27.82009739,185.27,74.31634921,24.36981696,286,4.552912768,10.3,-0.0063,6.3791119522778255,231.50779064435886
77.875,25.875,70.0321875,23.58715007,145.53,68.83380952,21.75485309,364,3.525474989,24.5,-0.0148,8.690206852907554,259.0863609067151
77.875,26.125,75.4221875,23.23059449,135.92,74.46190476,22.11807886,342,2.77863623,24.5,-0.0148,8.023901240341534,252.89546789872585
77.875,26.375,71.3621875,24.78504712,145.36,70.18761905,23.14636525,174,3.247696998,23.0,-0.0142,8.349078332499587,264.6130040848964
77.875,26.625,64.7046875,22.43715027,129.23,63.68047619,21.07795135,147,3.109862184,10.5,-0.0064,6.939746574181915,210.98032817193558
77.875,26.875,69.0671875,32.25767905,171.33,67.44396825,29.80679189,165,3.485314089,15.8,-0.0095,8.197847819485446,313.418731401293
77.875,27.125,77.88921875,40.58660598,197.85,75.98507937,37.96540497,170,3.209893869,7.12,-0.0011,6.535374059222885,326.0073415388296
77.875,27.375,68.4996875,35.08976302,187.21,66.61539683,31.99375707,175,3.769316711,7.12,-0.0011,6.603224360291086,279.76164356185916
77.875,27.625,66.92546875,32.96650397,186.56,65.02650794,29.55086608,179,4.112687991,7.12,-0.0011,6.6146686777121175,262.39465700864145
77.875,27.875,71.69859375,36.86085058,201.59,69.6368254,33.29012537,186,3.963733183,7.12,-0.0011,6.580029787475137,290.7486103133818
77.875,28.125,68.22984375,33.4896348,188.7,66.31761905,30.08879355,194,4.067374145,7.04,-0.0011,6.530969115786682,264.73882515633153
77.875,28.375,72.84921875,38.58010677,222.25,70.47777778,33.94306351,198,4.471376669,7.04,-0.0011,6.497867392105795,293.40674431980506
77.875,28.625,74.4134375,31.28092576,192.86,72.53333333,27.70922836,210,4.342476271,7.04,-0.0011,6.486696510787229,254.15479241941853
77.875,28.875,81.95125,27.32450849,192.34,80.19904762,23.70625172,220,4.730437933,7.04,-0.0011,6.43313382542538,234.45673981398062
77.875,29.125,94.23609375,32.11857356,236.76,91.97380952,26.84082524,232,5.394252567,7.04,-0.0011,6.346785517679813,264.5890546658068
77.875,29.375,95.29203125,32.10049533,244.53,92.9231746,26.22333281,243,5.781371365,7.4,-0.0014,6.47579355258603,265.1089207883157
77.875,29.625,85.98703125,28.18406978,218.79,83.87904762,22.85957808,258,5.90172539,7.4,-0.0014,6.56070558893067,235.96199292005304
77.875,29.875,92.765,25.68536226,188.64,91.2431746,22.84707642,266,4.262988559,10.0,-0.0042,6.773189462162021,247.5125772491544
77.875,30.125,102.3901563,38.94066137,245.91,100.1120635,34.7606578,356,4.194337672,10.9,-0.005,6.53264560662175,329.469214760452
77.875,30.375,97.04828125,33.51265482,229.97,94.9384127,29.25792348,557,4.615214316,10.9,-0.005,6.709479538915939,293.3537201902283
77.875,30.625,80.9971875,24.71108787,176.2,79.48603175,21.77568963,1230,4.44137338,10.9,-0.005,7.270149474115504,239.30970601204692
77.875,30.875,64.14953125,19.44654158,141.25,62.92571429,16.97987209,1390,4.612772422,10.9,-0.005,7.909108998221867,198.44519038567535
77.875,31.125,48.89890625,15.8676878,115.87,47.83587302,13.54464993,2636,5.022952039,10.9,-0.005,8.535792953172548,164.51323367568304
77.875,31.375,65.08515625,34.95111153,216.16,62.68714286,29.54556467,3904,5.194446572,9.54,-0.0037,7.498315590124411,286.62712443409004
77.875,31.625,71.45796875,41.19647081,238.66,68.80396825,35.68319059,3311,4.760113346,9.84,-0.004,7.393667096709094,335.2876009208826
77.875,31.875,65.67640625,36.2659889,192.53,63.66285714,32.8118602,5248,3.927456172,10.3,-0.0044,7.715009427122155,318.8202170144142
77.875,32.125,63.0534375,32.13321579,152.88,61.62761905,30.31210663,5356,3.010426892,10.9,-0.0054,7.754507031145806,298.10888149117636
77.875,32.375,54.955,19.39734445,103.51,54.18428571,18.55298553,5292,2.658640261,10.9,-0.0054,8.10114807456429,205.25548300377864
77.875,32.625,59.2246875,19.99403176,112.06,58.38603175,19.00244041,5146,2.824582901,10.9,-0.0054,7.916502278177022,209.6575502966881
77.875,32.875,65.10921875,24.44822535,134.2,64.01253968,23.02672698,5229,3.048086703,12.1,-0.0074,7.473752635541559,237.2052802046709
77.875,33.125,60.6409375,26.82787716,139.34,59.39174603,25.12545882,4806,3.181961951,10.9,-0.0054,7.856189769337118,258.03131003158506
77.875,33.375,59.9703125,27.49228028,143.32,58.64730159,25.60858842,4995,3.306418028,10.9,-0.0054,7.884691555241975,261.8861333568414
77.875,33.625,56.1084375,26.33730869,150.17,54.61539683,23.70648219,5182,4.030737349,10.9,-0.0054,8.050846383693862,246.96568390946445
77.875,33.875,55.02734375,26.10237323,158.69,53.38190476,22.77873276,4261,4.623088402,10.9,-0.0054,8.097983928523739,239.4891555526172
77.875,34.125,53.9259375,25.84543019,169.84,52.08603175,21.49262698,5311,5.47880761,10.9,-0.0054,8.146290960023466,229.01113037433043
77.875,34.375,52.59984375,26.58791628,188.03,50.45015873,20.55200423,5457,6.694229903,10.9,-0.0054,8.204835150431222,221.22565046811516
77.875,34.625,53.3028125,28.83008696,206.56,50.87015873,21.57840753,6043,7.215075583,10.9,-0.0054,8.17374838030416,229.6792860978806
77.875,34.875,53.72390625,29.81329064,209.58,51.25,22.61077556,5999,7.002413499,10.9,-0.0054,8.155183158562656,238.1189222989521
77.875,35.125,52.85484375,29.01711122,204.2,50.45253968,22.04562448,5610,6.974057844,18.5,-0.0138,8.920695267436686,249.51714171642237
77.875,35.375,51.39390625,27.27486444,189.61,49.2,21.15845172,5041,6.636118835,11.5,-0.0066,8.191911410733264,224.72206832851685
78.125,8.625,56.00890625,16.15414712,130.42,54.82777778,13.25950638,4,5.700983134,14.1,-0.0089,8.565097641411286,169.5778730716159
78.125,8.875,58.07828125,18.38331815,148.11,56.64920635,14.58102499,10,6.272590143,14.1,-0.0089,8.408794262947765,180.68712053381
78.125,9.125,56.8825,17.51231049,146.58,55.45873016,13.48381458,27,6.757825786,20.3,-0.013,9.690522887913124,187.54771380386669
78.125,9.375,49.215625,15.88658287,132.73,47.89,11.99681532,83,7.071876806,21.1,-0.0128,11.238136517715851,184.03747334398497
78.125,9.625,55.211875,21.94087388,165.69,53.45825397,17.09477397,80,6.565266452,21.1,-0.0128,10.407857403797907,233.13184482991622
78.125,9.875,56.54171875,21.19633773,150.07,55.05714286,17.75844699,127,5.35029089,21.1,-0.0128,10.232194166376729,238.24959644498838
78.125,10.125,56.72875,24.3358353,145.25,55.32365079,21.80087062,255,4.124897156,21.1,-0.0128,10.207727591717598,279.26609855123957
78.125,10.375,58.1534375,25.83754168,156.14,56.59809524,22.87691662,319,4.351194107,21.1,-0.0128,10.023266499469907,287.4548694684123
78.125,10.625,56.39515625,26.93306727,155.54,54.82142857,24.04996128,370,4.18788913,21.1,-0.0128,10.251407779366843,302.9411164092634
78.125,10.875,63.88109375,34.13572419,177.94,62.07063492,31.2084435,139,3.712756937,21.1,-0.0128,9.314711578796487,354.578743775666
78.125,11.125,64.63328125,31.13666609,172.14,62.9268254,28.2579772,152,3.864861728,13.5,-0.0086,7.743420125592235,283.4466706090065
78.125,11.375,54.86609375,19.11335116,122.41,53.79396825,17.24975155,188,3.977798262,18.5,-0.0105,10.398657878852195,234.24035861365036
78.125,11.625,63.791875,25.50224738,151.1,62.40603175,23.18991013,270,3.824679257,12.4,-0.0054,8.786534223117114,267.55081398825524
78.125,11.875,61.6128125,23.30162933,165.03,59.97126984,19.47115942,365,5.395607313,10.8,-0.004,8.440950190891398,225.96789932312583
78.125,12.125,53.03265625,12.85885131,110.77,52.11619048,10.68739688,462,5.488128696,18.5,-0.0105,10.600782736515741,166.32742859379618
78.125,12.375,52.2525,13.45923324,115.91,51.24206349,10.89419696,785,5.93599847,10.8,-0.004,8.762980914701547,147.71814004147961
78.125,12.625,49.7921875,14.29142941,116.85,48.72777778,11.61795948,557,5.863527272,12.4,-0.0054,9.47653421332343,159.89017800122525
78.125,12.875,51.15578125,20.38179701,152.02,49.5547619,16.06121888,768,6.379667624,12.4,-0.0054,9.407010920321499,202.24384264783382
78.125,13.125,50.2478125,19.18777381,145.58,48.73460317,15.0820186,845,6.421248997,18.5,-0.0105,10.915335213882662,214.8731012210133
78.125,13.375,46.00484375,15.93265152,129.03,44.68698413,12.11307081,840,6.962975546,18.5,-0.0105,11.412621278864645,184.24673342860018
78.125,13.625,45.0621875,17.52192604,141.66,43.52888889,12.70538845,719,7.723582126,12.4,-0.0054,9.721701553644639,168.58018213402363
78.125,13.875,43.718125,14.93928691,127.2,42.39301587,10.69328578,654,7.930862962,10.8,-0.004,9.067291830318856,140.67726779225882
78.125,14.125,50.6625,15.61033182,133.02,49.3552381,11.75494274,508,7.117411265,19.7,-0.0115,11.00115080259467,179.9803977586054
78.125,14.375,53.7571875,16.19312976,142.23,52.35285714,11.83902163,486,7.591602219,10.8,-0.004,8.710397126397869,156.8797674853142
78.125,14.625,50.33796875,16.72112438,140.13,48.91269841,12.41066953,247,7.3499098,10.8,-0.004,8.83034653586109,159.92848144195227
78.125,14.875,52.18453125,19.4409226,151.68,50.6052381,14.97738262,227,6.748493011,12.4,-0.0054,9.35489750844379,192.29641060484732
78.125,15.125,65.02078125,34.37004138,217.18,62.60555556,28.75271056,247,5.375995565,10.8,-0.004,8.326664943886607,304.4349683116703
78.125,15.375,75.19453125,45.75306854,221.35,72.87460317,42.21514788,507,3.517111849,16.9,-0.0096,8.21076519505206,421.8131981670798
78.125,15.625,78.1103125,50.48102478,241.52,75.51650794,46.45646339,364,3.573313161,16.9,-0.0096,7.984120422940364,449.02431062968043
78.125,15.875,80.084375,52.71860869,252.76,77.34349206,48.40011049,280,3.624299741,12.4,-0.0054,8.046529235679799,469.53727906791755
78.125,16.125,80.12421875,49.15219542,232.22,77.71,45.62088999,327,3.386825642,10.8,-0.004,7.838513871051074,437.7241977463101
78.125,16.375,72.1475,38.08369673,175.55,70.50619048,36.06910402,462,2.912293287,10.8,-0.004,8.092649124395622,364.0421030651876
78.125,16.625,67.6165625,33.10121369,166.53,66.04650794,30.908214,462,3.251028742,23.8,-0.0144,8.989049197706185,345.45201875923107
78.125,16.875,57.8490625,25.62697509,148.89,56.40396825,23.09794999,561,4.00407966,12.6,-0.0061,8.853541360490548,262.3477180790072
78.125,17.125,56.70296875,24.05114925,144.03,55.3168254,21.55621656,666,4.115433446,12.0,-0.0056,8.735280233794393,245.00256118195935
78.125,17.375,64.1025,27.9991818,163.31,62.52777778,25.25260172,601,3.990963915,9.61,-0.0035,7.678663226669958,258.00872420510655
78.125,17.625,67.698125,28.2585017,156.72,66.28507937,26.14248521,508,3.459308475,14.4,-0.0093,7.6724473405155775,268.27496612393236
78.125,17.875,66.41265625,25.53357063,133.83,65.34253968,24.26978133,500,2.821923255,537.0,-0.0379,43.334904665165716,1118.1413164299688
78.125,18.125,76.6540625,29.10751915,178.3,75.04063492,26.34567401,442,3.919404948,25.6,-0.0098,12.077962837256647,394.8561341152583
78.125,18.375,72.894375,24.26209227,170.59,71.34365079,21.07342028,555,4.709551079,25.6,-0.0098,12.531274460756636,336.971188355555
78.125,18.625,78.72125,30.15533304,206.38,76.69492063,25.70979307,395,5.044189931,672.0,-0.0396,29.7520143970076,843.6393835627262
78.125,18.875,78.88546875,29.62853961,185.0,77.20111111,26.64981444,365,4.045014614,381.0,-0.0355,23.15857759809749,696.057264433639
78.125,19.125,84.41859375,32.37564111,172.87,83.01460317,30.63762097,352,2.93284511,25.6,-0.0098,11.193017347242572,427.3460167454528
78.125,19.375,89.90703125,36.53937554,206.63,88.05428571,33.7139113,572,3.517115331,672.0,-0.0396,19.104805552674016,734.0047510565993
78.125,19.625,95.84984375,41.47785537,242.77,93.51777778,37.41195787,308,3.989425593,672.0,-0.0396,15.09863780290106,660.7194451265239
78.125,19.875,93.859375,42.34922486,244.88,91.46222222,38.13343105,265,4.023183164,25.6,-0.0098,10.203904860449065,482.96927743669426
78.125,20.125,91.51,44.16316306,241.25,89.1331746,40.24659401,290,3.779619844,672.0,-0.0396,17.92976786010928,813.1220877593647
78.125,20.375,83.09359375,33.60888356,178.34,81.58174603,31.6417886,454,3.057926187,25.6,-0.0098,11.339306403715549,441.8895298469937
78.125,20.625,80.13546875,34.98981847,172.22,78.67380952,33.27142734,274,2.811607374,672.0,-0.0396,28.131607830764292,1016.1142146486492
78.125,20.875,76.7009375,29.64310822,169.19,75.23285714,27.47225997,306,3.420073301,672.0,-0.0396,32.230113439995364,962.1349927861436
78.125,21.125,74.54921875,31.41481136,193.78,72.65666667,27.80868718,299,4.355593364,928.0,-0.0426,38.75404021728705,1152.2482001136746
78.125,21.375,84.11,45.98758545,273.45,81.10460317,39.62767903,348,4.853814342,928.0,-0.0426,25.788940385277513,1106.0658521115818
78.125,21.625,98.53703125,59.12998638,336.28,94.76333333,51.38523184,664,4.700118264,928.0,-0.0426,13.94825208061544,815.2711981751868
78.125,21.875,104.6739063,56.79324343,312.57,101.3739683,50.79110813,804,4.158130025,928.0,-0.0426,10.739444061784784,650.1421708981974
78.125,22.125,115.3203125,54.03614169,284.69,112.6319048,50.03688626,438,3.438625144,25.6,-0.0098,8.26850144597393,529.0503788928431
78.125,22.375,128.2242187,49.14969833,272.26,125.9379365,46.03806731,408,3.178284234,25.6,-0.0098,7.28629370195028,463.6710985908161
78.125,22.625,119.7017188,44.55805015,250.0,117.6334921,41.75129327,385,3.170357074,25.6,-0.0098,7.920984528427798,450.4130668335216
78.125,22.875,103.926875,38.27618584,216.21,102.1446032,35.84725766,317,3.181983902,928.0,-0.0426,11.086707384626015,501.35493121771344
78.125,23.125,104.9214063,43.73432279,266.78,102.3522222,38.99494768,369,4.216643119,506.0,-0.0382,9.19388830501057,463.4365997296511
78.125,23.375,120.2928125,61.05316033,355.74,116.5555556,53.78439497,534,4.447097426,35.6,-0.0163,5.01068581078165,389.789517217655
78.125,23.625,117.6492188,58.36116106,332.56,114.2379365,52.10883641,496,4.189732079,46.5,-0.02,4.421451061161865,348.0458888409046
78.125,23.875,111.0523438,58.03108951,309.03,107.9098413,52.81137033,422,3.808273814,24.5,-0.0148,4.735552619400401,361.14336690035617
78.125,24.125,105.1242188,49.10469666,250.15,102.8222222,45.93906124,392,3.207026304,24.5,-0.0148,5.169803496120579,342.6201382070494
78.125,24.375,82.2684375,29.18126155,172.9,80.82984127,27.06678492,395,3.401591988,24.5,-0.0148,7.250716144577247,278.52201190124396
78.125,24.625,92.32046875,39.59036185,212.68,90.41,36.8603181,439,3.317117331,24.5,-0.0148,6.24842967419672,322.6395741663705
78.125,24.875,81.45234375,32.94527976,193.74,79.67,29.9884635,344,3.803796084,24.5,-0.0148,7.33882266612615,301.53235940609676
78.125,25.125,76.57609375,28.99937858,197.34,74.65920635,24.88267117,378,4.93037073,10.5,-0.0064,6.432017529068664,236.6218708854915
78.125,25.375,68.94375,22.18724144,160.72,67.48698413,19.08582917,301,4.884934003,10.3,-0.0063,6.6711901029149026,196.26894466482855
78.125,25.625,72.16984375,24.94899995,176.05,70.52095238,21.40856984,231,4.929289925,15.7,-0.0098,7.739957863575025,237.8712722310031
78.125,25.875,77.70625,29.00540356,192.77,75.87984127,25.32150096,227,4.616241308,8.25,-0.0032,6.433721874033967,240.61774460972413
78.125,26.125,78.4234375,28.07299989,163.98,77.06539683,26.12602484,246,3.32674426,8.33,-0.0033,6.430588848933673,246.42916150306814
78.125,26.375,75.81546875,32.71041276,168.84,74.33888889,30.78012888,183,3.070198682,8.25,-0.0032,6.4727671107193725,275.0480746281675
